owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
pimcore,pimcore,2011-11-01 09:16:14,2024-06-29 11:41:36,False,522412,PHP,6,510,180,3246,1414,6646,30377,8250,15,267,249,"Core Framework for the Open Source Data & Experience Management Platform (PIM, MDM, CDP, DAM, DXP/CMS & Digital Commerce)"
eclipse-openj9,openj9,2017-08-25 13:46:07,2024-06-29 23:39:19,False,173626,Java,23,245,148,3228,710,8008,21440,11770,55,122,45,"Eclipse OpenJ9: A Java Virtual Machine for OpenJDK that's optimized for small footprint, fast start-up, and high throughput.   Builds on Eclipse OMR (https://github.com/eclipse/omr) and combines with the Extensions for OpenJDK for OpenJ9 repo."
craftcms,cms,2017-01-27 21:52:45,2024-06-30 12:26:59,False,629175,PHP,11,224,93,3200,617,8643,63546,3129,118,1161,148,Build bespoke content experiences with Craft.
pantsbuild,pants,2012-12-17 17:39:04,2024-06-30 12:23:25,False,161981,Python,13,339,67,3180,612,5778,13989,15153,93,1136,506,The Pants Build System
RobotLocomotion,drake,2014-01-26 16:11:05,2024-06-30 13:49:59,False,560187,C++,11,288,175,3162,1239,6159,32478,15480,7,71,65,Model-based design and verification for robotics.
camunda,camunda,2016-03-20 03:38:04,2024-06-30 11:29:00,False,343183,Java,10,148,109,3099,564,7032,40248,12821,352,557,282,Process Orchestration Framework
iterate-ch,cyberduck,2017-01-20 14:16:34,2024-06-28 17:07:27,False,635686,Java,15,39,59,3083,279,11803,41782,2471,45,305,0,"Cyberduck is a libre FTP, SFTP, WebDAV, Amazon S3, Backblaze B2, Microsoft Azure & OneDrive and OpenStack Swift file transfer client for Mac and Windows."
opnsense,core,2014-12-13 15:43:50,2024-06-30 10:46:00,False,87324,PHP,14,255,129,3073,701,5603,16932,1690,31,343,0,"OPNsense GUI, API and systems backend"
wordpress-mobile,WordPress-Android,2013-04-08 20:52:40,2024-06-28 10:25:04,False,634494,Kotlin,8,205,209,2929,1307,8697,84511,12244,603,1077,683,WordPress for Android
AdguardTeam,AdguardFilters,2014-08-05 09:12:41,2024-06-30 13:35:47,False,854190,Adblock Filter List,3,255,117,2916,611,170050,176498,12239,4600,0,0,AdGuard Content Blocking Filters
vanilla,vanilla,2009-06-21 01:41:25,2024-06-17 13:13:15,False,166865,PHP,11,144,120,2871,769,5055,32471,5914,82,176,99,Vanilla is a powerfully simple discussion forum you can easily customize to make as unique as your community.
grails,grails-core,2010-02-10 23:57:57,2024-06-28 15:55:20,False,357130,HTML,5,234,191,2767,952,10855,20953,2576,219,266,241,The Grails Web Application Framework
CartoDB,cartodb,2012-07-05 15:23:45,2024-06-20 15:20:01,False,433185,JavaScript,15,249,203,2736,655,8521,77987,7921,461,494,63,Location Intelligence & Data Visualization tool
open-telemetry,opentelemetry-collector-contrib,2019-07-11 14:54:32,2024-06-30 13:13:51,False,464782,Go,5,1024,67,2713,2143,5640,14205,27746,1997,17841,112,Contrib repository for the OpenTelemetry Collector
Beep6581,RawTherapee,2015-08-11 11:54:01,2024-06-30 08:16:02,False,189673,C++,9,111,89,2666,305,5917,12234,1178,32,60,28,A powerful cross-platform raw photo processing program
dotnet,sdk,2016-07-22 21:26:02,2024-06-30 12:50:36,False,250822,C#,18,2634,222,2587,1027,12930,85157,28141,96,343,181,"Core functionality needed to create .NET Core projects, that is shared between Visual Studio and CLI"
lowRISC,opentitan,2019-08-26 16:30:16,2024-06-30 00:45:20,False,148039,SystemVerilog,20,226,105,2418,723,6516,22988,17324,42,53,8,OpenTitan: Open source silicon root of trust
agda,agda,2015-08-08 17:51:48,2024-06-29 14:32:58,False,149630,Haskell,14,182,64,2413,339,5440,22575,1897,172,89,6,Agda is a dependently typed programming language / interactive theorem prover.
Alexey-T,CudaText,2015-09-22 15:43:36,2024-06-29 05:20:54,False,52735,Python,14,28,51,2388,166,5299,20888,102,2,355,332,"Cross-platform text editor, written in Free Pascal"
OrchardCMS,Orchard,2015-04-13 19:35:52,2024-05-21 20:53:00,False,203085,C#,15,186,263,2371,1120,7419,11754,1374,63,31,10,"Orchard is a free, open source, community-focused Content Management System built on the ASP.NET MVC platform."
eclipse-sumo,sumo,2017-10-27 20:23:17,2024-06-28 20:20:22,False,1205769,C++,16,92,67,2354,1358,14502,40206,620,10,55,0,"Eclipse SUMO is an open source, highly portable, microscopic and continuous traffic simulation package designed to handle large networks. It allows for intermodal simulation including pedestrians and comes with a large set of tools for scenario creation."
TencentBlueKing,bk-ci,2019-05-29 05:00:13,2024-06-28 13:08:54,False,374994,Kotlin,19,83,69,2330,488,5171,30271,5156,12,267,110,蓝鲸持续集成平台(蓝盾) 
Azure,azure-sdk-for-java,2011-12-06 23:33:56,2024-06-30 12:37:00,False,3138928,Java,15,2442,381,2248,1925,10644,30007,30157,537,9039,1000,This repository is for active development of the Azure SDK for Java. For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/java/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-java. 
hashicorp,terraform-provider-google,2017-06-05 20:54:02,2024-06-30 09:06:15,False,114444,Go,7,623,133,2248,1698,9251,10471,9356,495,295,221,Terraform Provider for Google Cloud Platform
space-wizards,space-station-14,2017-05-22 01:57:51,2024-06-30 12:55:44,False,639279,C#,14,839,46,2109,2777,9711,26025,19654,14,5,0,A multiplayer game about paranoia and chaos on a space station. Remake of the cult-classic Space Station 13.
easylist,easylist,2016-05-15 18:01:18,2024-06-30 12:03:58,False,3707009,Adblock Filter List,2,256,60,2062,689,7421,213518,11859,10,0,0,"EasyList filter subscription (EasyList, EasyPrivacy, EasyList Cookie, Fanboy's Social/Annoyances/Notifications Blocking List)"
opentx,opentx,2013-11-29 07:02:56,2024-05-27 09:46:05,False,229565,C++,13,141,179,2046,795,6177,15305,2855,89,133,70,OpenTX custom firmware for Transmitters
nvaccess,nvda,2015-11-10 03:47:11,2024-06-30 11:24:04,False,451728,Python,11,154,143,2008,623,12917,23525,3650,751,279,79,"NVDA, the free and open source Screen Reader for Microsoft Windows"
Azure,azure-sdk-for-js,2017-10-25 18:44:09,2024-06-29 21:10:37,False,428228,TypeScript,14,2357,308,1979,1146,8527,16391,21664,364,3186,1000,This repository is for active development of the Azure SDK for JavaScript (NodeJS & Browser). For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/javascript/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-js. 
Icinga,icinga2,2013-08-28 18:02:06,2024-06-20 16:12:24,False,55984,C++,11,276,127,1978,572,6973,13755,3054,396,113,111,The core of our monitoring platform with a powerful configuration language and REST API.
MinaProtocol,mina,2017-12-18 01:10:17,2024-06-28 23:36:57,False,548729,OCaml,24,115,103,1969,522,6287,31736,9322,1925,189,91,"Mina is a cryptocurrency protocol with a constant size blockchain, improving scaling while maintaining decentralization and security."
Perl,perl5,2013-02-13 17:10:40,2024-06-30 11:55:48,False,347088,Perl,16,557,125,1876,530,19055,80148,3297,439,454,0,🐪 The Perl programming language
ParabolInc,parabol,2015-12-21 17:16:49,2024-06-30 09:04:18,False,107397,TypeScript,6,78,43,1870,326,6011,14528,3749,105,770,172,Free online agile retrospective meeting tool
WWBN,AVideo,2017-04-02 13:20:09,2024-06-29 07:49:09,False,515815,JavaScript,8,75,120,1863,966,8046,21809,1052,24,32,31,Create Your Own Broadcast Network With AVideo Platform Open-Source. OAVP OVP
magefree,mage,2012-04-27 13:18:34,2024-06-30 12:50:41,False,829194,Java,6,376,98,1796,747,7455,44889,5064,28,216,81,Magic Another Game Engine
gitcoinco,web,2017-07-10 10:53:45,2024-05-25 14:22:03,False,1192316,JavaScript,10,277,95,1777,772,6075,18702,4835,1298,482,141,Grow Open Source
vaadin,framework,2012-10-19 10:41:30,2024-05-14 11:23:29,False,487522,Java,9,284,143,1771,729,9764,19189,2829,114,330,195,"Vaadin 6, 7, 8   is a Java framework for modern Java web applications."
chapel-lang,chapel,2014-07-09 18:15:54,2024-06-30 02:13:57,False,1014578,Chapel,34,192,64,1755,413,6734,100786,18654,46,47,32,a Productive Parallel Programming Language
primefaces,primefaces,2015-04-11 09:48:53,2024-06-30 12:39:59,False,138974,Java,5,230,127,1755,748,7182,15480,5000,3,96,52,Ultimate Component Suite for JavaServer Faces
pymedusa,Medusa,2016-02-23 06:02:11,2024-06-28 17:40:34,False,220862,Python,9,295,59,1742,270,5791,17357,5589,66,130,124,"Automatic Video Library Manager for TV Shows. It watches for new episodes of your favorite shows, and when they are posted it does its magic."
ScoopInstaller,Extras,2013-08-06 03:27:50,2024-06-30 12:32:52,False,46117,PowerShell,2,1098,37,1729,1300,6855,59195,6572,4,0,0,📦 The Extras bucket for Scoop.
Yoast,wordpress-seo,2012-11-16 15:16:29,2024-06-28 09:34:04,False,934410,JavaScript,8,385,148,1726,877,12246,67581,8817,320,1126,1000,Yoast SEO for WordPress
YetiForceCompany,YetiForceCRM,2014-12-15 22:55:47,2024-06-25 04:35:43,False,421204,PHP,12,71,259,1682,724,7462,38692,8672,49,35,33,Our team created for you one of the most innovative CRM systems that supports mainly business processes and allows for customization according to your needs. Be ahead of your competition and implement YetiForce!
metasfresh,metasfresh,2015-10-06 15:38:11,2024-06-28 16:04:49,False,302675,Java,16,65,80,1676,571,5716,64102,9973,146,1044,130,"We do Open Source ERP - Fast, Flexible & Free Software to scale your Business."
magma,magma,2019-02-15 04:46:24,2024-06-27 23:06:42,False,271684,C++,23,316,84,1659,592,5140,12142,9942,102,29,28,Platform for building access networks and modular network services
idaholab,moose,2014-02-14 22:26:15,2024-06-30 05:51:40,False,561796,C++,18,247,85,1649,1021,12127,50778,10920,16,11,0,Multiphysics Object Oriented Simulation Environment
tgstation,tgstation,2012-01-21 17:32:47,2024-06-30 13:09:40,False,2912098,DM,15,1404,106,1642,4795,26466,110868,56761,7,14,1,The /tg/station branch of SS13.
TEAMMATES,teammates,2014-05-02 07:43:00,2024-06-30 02:02:07,False,267711,Java,8,657,92,1633,3263,7093,18750,5968,7,278,165,This is the project website for the TEAMMATES feedback management tool for education
Elgg,Elgg,2009-09-06 17:10:11,2024-06-28 06:38:49,False,110046,PHP,5,80,123,1631,671,8440,20606,6184,22,266,130,A social networking engine in PHP/MySQL
haskell,cabal,2012-03-15 12:53:38,2024-06-29 00:29:19,False,52459,Haskell,16,475,72,1581,684,5777,14312,4364,166,240,10,Official upstream development repository for Cabal and cabal-install
Automattic,jetpack,2013-12-16 16:43:01,2024-06-30 08:47:25,False,523083,PHP,14,922,217,1564,793,11914,40639,25921,1836,5362,344,"Security, performance, marketing, and design tools — Jetpack is made by WordPress experts to make WP sites safer and faster, and help you grow your traffic."
Slicer,Slicer,2020-03-12 22:13:53,2024-06-28 15:24:03,False,127177,C++,8,223,38,1554,525,5690,29282,2135,10,34,1,"Multi-platform, free open source software for visualization and image computing."
spring-projects,spring-integration,2011-07-22 21:47:27,2024-06-30 03:18:53,False,71258,Java,9,242,134,1508,1079,5420,11819,3824,23,313,165,Spring Integration provides an extension of the Spring programming model to support the well-known Enterprise Integration Patterns (EIP)
owncloud,client,2012-08-25 10:44:53,2024-06-29 03:05:59,False,219550,C++,14,289,158,1379,668,7767,17515,3881,50,281,115,🖥️ Desktop Syncing Client for ownCloud
cgeo,cgeo,2011-07-11 06:02:47,2024-06-30 10:49:39,False,460653,Java,5,129,85,1373,562,8764,18417,6978,30,207,164,c:geo - The powerful Android geocaching app.
modxcms,revolution,2010-07-29 21:03:57,2024-06-28 20:10:27,False,102388,PHP,7,188,98,1346,528,6979,12505,3796,4,101,0,MODX Revolution - Content Management Framework
galaxyproject,galaxy,2015-02-23 14:18:06,2024-06-30 07:10:34,False,656621,Python,17,337,69,1338,974,6049,77161,12368,49,222,18,Data intensive science for everyone.
mekanism,Mekanism,2012-08-15 20:41:13,2024-06-29 20:58:45,False,140181,Java,5,133,98,1337,510,7044,10183,915,35,47,39,A mod for Minecraft
steedos,steedos-platform,2019-03-04 09:31:44,2024-06-28 04:52:28,False,1895632,JavaScript,13,35,43,1319,374,6497,18407,189,54,1143,942,"Steedos is an open-source alternative to Salesforce Low-Code Platform. 🤖 🎨 🚀 Built on nodejs, mongodb, react, amis."
inverse-inc,packetfence,2012-03-01 20:21:13,2024-06-28 21:15:18,False,375371,Perl,21,69,89,1267,274,5305,46122,2889,491,122,67,"PacketFence is a fully supported, trusted, Free and Open Source network access control (NAC) solution. Boasting an impressive feature set including a captive-portal for registration and remediation, centralized wired and wireless management, powerful BYOD management options, 802.1X support, layer-2 isolation of problematic devices; PacketFence can be used to effectively secure networks small to very large heterogeneous networks."
FirebirdSQL,firebird,2016-03-16 06:10:37,2024-06-30 08:16:09,False,248676,C++,19,58,81,1202,208,7456,57531,687,48,73,29,"Firebird server, client and tools"
sagemath,sage,2012-06-08 10:11:02,2024-06-30 10:58:17,False,395113,Python,20,246,8,1179,409,35565,125114,2511,10,1084,16,Main repository of SageMath. Now open for Issues and Pull Requests.
trilinos,Trilinos,2015-11-16 19:39:16,2024-06-28 22:29:19,False,817241,C++,36,287,116,1174,559,5239,101853,7931,115,159,12,Primary repository for the Trilinos Project
Monika-After-Story,MonikaModDev,2017-09-26 18:07:02,2024-06-25 16:55:42,False,1289385,Ren'Py,4,151,198,1167,686,7255,13660,2243,45,110,72,DDLC fan mod to extend Monika
pharo-project,pharo,2016-07-25 09:55:28,2024-06-29 11:02:32,False,110756,Smalltalk,3,206,42,1167,348,6796,29234,10045,11,362,15,Pharo is a dynamic reflective pure object-oriented language supporting live programming inspired by Smalltalk.
OpenLiberty,open-liberty,2017-09-15 19:34:25,2024-06-30 08:43:48,False,949968,Java,17,296,38,1133,577,11696,40469,17224,304,379,73,"Open Liberty is a highly composable, fast to start, dynamic application server runtime environment "
openfoodfoundation,openfoodnetwork,2012-10-17 07:56:23,2024-06-28 15:46:13,False,108335,Ruby,11,249,71,1086,708,5459,31649,6981,27,374,334,"Connect suppliers, distributors and consumers to trade local produce."
pods-framework,pods,2011-04-05 00:45:14,2024-06-21 04:41:45,False,215853,PHP,4,83,75,1053,264,5186,13752,1840,41,308,111,"The Pods Framework is a Content Development Framework for WordPress - It lets you create and extend content types that can be used for any project. Add fields of various types we've built in, or add your own with custom inputs, you have total control."
NREL,EnergyPlus,2013-11-22 14:47:34,2024-06-30 02:02:57,False,1081208,C++,15,107,98,1044,378,7287,37751,3258,85,226,80,"EnergyPlus™ is a whole building energy simulation program that engineers, architects, and researchers use to model both energy consumption and water use in buildings."
MetaMask,eth-phishing-detect,2017-08-03 01:57:18,2024-09-07 22:27:43,False,9525125,JavaScript,3,783,121,1044,934,9570,72255,70861,88,6,3,Utility for detecting phishing domains targeting Web3 users
genodelabs,genode,2011-12-20 08:27:40,2024-06-28 16:45:34,False,68815,C++,19,52,82,1036,246,5009,13333,247,2,64,47,Genode OS Framework
MapServer,MapServer,2012-04-03 19:10:40,2024-09-06 13:54:58,False,72079,C,22,129,82,1012,368,5539,13756,1608,26,206,18,Source code of the MapServer project.  Please submit pull requests to the 'main' branch.
