owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
qmk,qmk_firmware,2014-12-08 22:02:05,2024-06-30 12:52:27,False,328355,C,13,2296,232,17451,37653,3112,27531,20865,63,1583,0,Open-source keyboard firmware for Atmel AVR and Arm USB families
dolthub,dolt,2019-07-24 17:46:25,2024-06-29 00:59:30,False,144113,Go,19,105,112,17315,486,2293,24222,5759,169,422,405,Dolt – Git for Data
uutils,coreutils,2013-08-02 16:22:56,2024-06-30 14:28:16,False,25932,Rust,6,493,195,17217,1236,1518,13031,4949,9,26,26,Cross-platform Rust rewrite of the GNU coreutils
kivy,kivy,2010-11-03 20:27:32,2024-06-27 11:54:47,False,76115,Python,13,500,601,17179,3036,5038,12941,3679,90,50,12,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS"
siyuan-note,siyuan,2020-08-30 09:21:35,2024-06-30 03:11:39,False,266896,TypeScript,12,48,112,17017,1271,11523,13967,298,2,625,624,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
gravitational,teleport,2015-03-02 19:36:00,2024-06-30 00:42:46,False,751676,Go,19,339,239,16940,1701,9742,18643,32672,2955,3813,639,"The easiest, and most secure way to access and protect all of your infrastructure."
vectordotdev,vector,2018-08-27 16:57:34,2024-06-30 07:56:44,False,113849,Rust,16,445,149,16920,1453,7429,11541,12027,781,94,79,A high-performance observability data pipeline.
redwoodjs,redwood,2019-06-09 20:17:57,2024-06-30 11:49:41,False,421492,TypeScript,9,433,96,16904,970,2269,11070,8621,76,353,288,The App Framework for Startups
swagger-api,swagger-codegen,2011-07-06 14:26:48,2024-06-26 00:25:56,False,105375,Mustache,18,1062,414,16718,6016,6496,11725,5587,19,123,117,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different languages by parsing your OpenAPI / Swagger definition."
plotly,plotly.js,2015-11-05 23:27:17,2024-06-28 19:03:32,False,1487860,JavaScript,6,304,286,16700,1828,4148,26467,2872,68,257,252,Open-source JavaScript charting library behind Plotly and Dash
containerd,containerd,2015-11-13 00:27:43,2024-06-30 11:34:17,False,114246,Go,6,593,331,16694,3314,2399,14052,7447,13,224,212,An open and reliable container runtime
renovatebot,renovate,2016-12-17 16:21:21,2024-06-30 14:31:04,False,111234,TypeScript,17,1117,93,16468,2113,5932,18120,15165,16,8639,1000,Home of the Renovate CLI: Cross-platform Dependency Automation by Mend.io
baidu,amis,2019-04-28 07:42:14,2024-06-28 09:28:38,False,188911,TypeScript,10,214,230,16465,2402,4899,13769,5571,42,105,96,前端低代码框架，通过 JSON 配置就能生成各种页面。
NixOS,nixpkgs,2012-06-04 02:49:46,2024-06-30 14:33:03,False,4282819,Nix,52,7056,278,16430,12923,38828,645703,283582,288,122,0,Nix Packages collection & NixOS
gradle,gradle,2009-09-09 18:27:19,2024-06-30 12:35:14,False,551233,Groovy,14,814,517,16350,4633,12944,117029,16421,877,594,262,"Adaptable, fast automation for all"
HandBrake,HandBrake,2015-08-22 16:32:28,2024-06-30 08:53:27,False,112074,C,12,109,285,16334,1281,4569,12568,1138,33,58,44,HandBrake's main development repository 
nim-lang,Nim,2010-08-16 20:38:58,2024-06-30 12:19:48,False,123178,Nim,11,755,302,16220,1464,11207,22050,12342,135,60,0,"Nim is a statically typed compiled systems programming language. It combines successful concepts from mature languages like Python, Ada and Modula. Its design focuses on efficiency, expressiveness, and elegance (in that order of priority)."
realm,realm-swift,2012-04-16 20:06:56,2024-06-29 12:54:58,False,67501,Objective-C,7,202,377,16180,2135,5361,12396,3151,68,413,287,Realm is a mobile database: a replacement for Core Data & SQLite
ipython,ipython,2010-05-10 04:46:06,2024-06-28 10:02:44,False,78693,Python,5,875,745,16179,4422,7324,27054,7081,23,179,29,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc."
thingsboard,thingsboard,2016-12-01 09:33:30,2024-06-28 16:29:25,False,250231,Java,12,180,557,16106,4917,6237,18742,4846,75,61,61,"Open-source IoT Platform - Device management, data collection, processing and visualization."
MarlinFirmware,Marlin,2011-08-13 08:07:20,2024-06-30 12:27:38,False,234174,C++,17,1144,901,16017,19123,14676,20505,12449,19,78,73,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.
ipfs,kubo,2014-06-26 08:14:34,2024-06-24 20:19:21,False,55129,Go,6,406,538,15886,2972,4636,15100,5722,195,174,86,An IPFS implementation in Go
slint-ui,slint,2020-05-04 08:53:03,2024-06-30 08:56:36,False,35300,Rust,13,129,94,15883,518,1783,11375,3029,111,41,35,"Slint is a declarative GUI toolkit to build native user interfaces for Rust, C++, or JavaScript apps."
github,docs,2019-05-31 15:57:39,2024-06-29 20:19:15,False,1962454,JavaScript,6,5409,2448,15747,58534,3415,48889,18316,68,1,1,The open-source repo for docs.github.com
prestodb,presto,2012-08-09 01:03:37,2024-06-30 07:19:28,False,216213,Java,17,856,862,15739,5282,6429,23022,16567,479,406,0,The official home of the Presto distributed SQL query engine for big data
filamentphp,filament,2020-03-19 00:19:18,2024-06-29 12:54:57,False,353808,PHP,5,822,139,15720,2516,2103,21836,4775,8,1030,622,"A collection of beautiful full-stack components for Laravel. The perfect starting point for your next app. Using Livewire, Alpine.js and Tailwind CSS."
koreader,koreader,2013-03-24 13:09:42,2024-06-30 11:29:22,False,69360,Lua,6,253,311,15711,1220,5866,10516,5833,1,261,238,"An ebook reader application supporting PDF, DjVu, EPUB, FB2 and many more formats, running on Cervantes, Kindle, Kobo, PocketBook and Android devices"
kubernetes,kops,2016-06-27 22:01:15,2024-06-28 18:10:07,False,429219,Go,8,1404,317,15653,4610,5099,21444,11519,105,235,201,"Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management"
lvgl,lvgl,2016-06-08 04:14:34,2024-06-30 14:13:13,False,337735,C,11,437,298,15547,3057,3167,10232,3257,17,66,63,"Embedded graphics library to create beautiful UIs for any MCU, MPU and display type. "
hyperledger,fabric,2016-08-25 16:05:27,2024-06-27 21:15:51,False,146347,Go,4,665,991,15537,8784,558,14766,4244,20,95,78,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use cases. It offers a unique approach to consensus that enables performance at scale while preserving privacy.
netbox-community,netbox,2016-02-29 14:15:46,2024-06-28 21:48:39,False,97811,Python,7,308,409,15324,2488,9927,12779,2956,22,301,294,The premier source of truth powering network automation. Open source under Apache 2. Public demo: https://demo.netbox.dev
PrefectHQ,prefect,2018-06-29 21:59:26,2024-06-30 01:48:38,False,160554,Python,14,253,159,15310,1496,5216,17177,8615,517,364,270,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.
aws,aws-cli,2012-11-20 16:07:36,2024-06-30 06:13:48,False,232231,Python,3,369,573,15079,4009,4518,12217,3825,48,2445,1,Universal Command Line Interface for Amazon Web Services
hashicorp,packer,2013-03-23 05:43:03,2024-06-30 00:28:54,False,110838,Go,10,2191,471,14963,3324,6814,18618,6144,181,130,52,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.
upptime,upptime,2020-08-08 16:34:41,2024-06-30 01:24:47,False,687547,JSON,3,24,95,14930,842,293,13751,61,2,47,39,⬆️ GitHub Actions uptime monitor & status page by @AnandChowdhary
ampproject,amphtml,2015-09-01 22:10:53,2024-06-29 08:01:52,False,960568,JavaScript,11,1167,636,14889,3881,14312,22438,25511,164,1479,835,The AMP web component framework.
ruffle-rs,ruffle,2019-04-25 17:53:32,2024-06-30 12:17:06,False,142683,Rust,11,171,156,14822,767,10472,12379,6012,4,1135,1000,A Flash Player emulator written in Rust
lichess-org,lila,2012-02-21 19:46:55,2024-06-30 14:08:45,False,508647,Scala,10,421,226,14803,2199,9109,60921,6240,608,5,2,"♞ lichess.org: the forever free, adless and open source chess server ♞"
bytecodealliance,wasmtime,2017-08-29 14:01:55,2024-06-29 21:54:08,False,101754,Rust,13,501,184,14797,1233,2413,13334,6448,46,136,105,A fast and secure runtime for WebAssembly
facebook,infer,2015-01-26 11:19:13,2024-06-28 14:52:37,False,189529,OCaml,20,302,605,14786,2000,1353,13784,408,9,33,30,"A static analyzer for Java, C, C++, and Objective-C"
firefly-iii,firefly-iii,2014-06-28 07:37:32,2024-06-24 03:07:39,False,298380,PHP,10,153,155,14754,1350,5724,19370,1563,3,408,355,Firefly III: a personal finances manager
airbytehq,airbyte,2020-07-27 23:55:54,2024-06-30 14:31:36,False,540397,Python,14,927,179,14712,3778,13831,17273,22750,3643,482,384,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted."
RPCS3,rpcs3,2012-11-03 15:16:18,2024-06-30 14:10:29,False,119302,C++,9,293,598,14655,1860,7690,16657,7527,5,64,34,PS3 emulator/debugger
amplication,amplication,2020-05-10 19:41:49,2024-06-30 14:34:10,False,321125,TypeScript,9,249,91,14648,1445,3609,24143,4979,70,232,188,🔥🔥🔥 The Only Production-Ready AI-Powered Backend Code Generation
ppy,osu,2014-07-31 04:26:30,2024-06-30 11:32:34,False,172531,C#,5,445,295,14641,2160,10042,67721,12239,3,635,524,rhythm is just a *click* away!
tinymce,tinymce,2010-01-11 14:46:42,2024-06-29 10:19:24,False,89206,TypeScript,6,225,268,14616,2212,6389,26179,3087,129,2018,0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular"
hashicorp,nomad,2015-06-01 10:21:00,2024-06-30 09:57:14,False,570939,Go,13,1651,533,14551,1919,6794,25946,14021,1207,533,174,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations."
dotnet,runtime,2019-09-24 23:36:39,2024-06-30 13:06:17,False,807237,C#,31,4267,453,14521,4533,62173,134513,39072,37,123,106,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
monkeytypegame,monkeytype,2020-05-14 17:41:09,2024-06-30 00:20:43,False,117157,TypeScript,9,838,51,14491,2191,1766,10901,2970,27,200,199,"The most customizable typing website with a minimalistic design and a ton of features. Test yourself in various modes, track your progress and improve your speed."
dogecoin,dogecoin,2013-12-06 11:38:05,2024-06-29 14:30:52,False,197402,C++,14,290,843,14410,2816,1235,14479,1885,10,46,40,very currency
video-dev,hls.js,2015-01-30 09:06:27,2024-06-29 14:28:42,False,234759,TypeScript,5,282,319,14401,2546,2836,10397,3615,108,301,288,HLS.js is a JavaScript library that plays HLS in browsers with support for MSE.
OpenRA,OpenRA,2010-10-04 07:38:05,2024-06-30 11:23:29,False,324794,C#,12,332,381,14340,2634,9128,29999,10315,2,445,99,"Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X."
yiisoft,yii2,2012-02-13 15:32:36,2024-06-29 21:06:57,False,80837,PHP,10,1222,1068,14218,6927,11542,20483,8177,9,75,68,"Yii 2: The Fast, Secure and Professional PHP Framework"
apple,foundationdb,2017-12-14 01:40:42,2024-06-30 07:30:50,False,176102,C++,15,258,291,14176,1293,1716,27249,9684,35,289,275,"FoundationDB - the open source, distributed, transactional key-value store"
signalapp,Signal-Desktop,2014-02-24 19:53:36,2024-06-27 14:37:59,False,570033,TypeScript,7,252,422,14161,2577,5759,10635,1136,134,805,727,"A private messenger for Windows, macOS, and Linux."
elastic,logstash,2010-11-18 01:31:50,2024-06-28 23:35:15,False,127273,Java,12,2341,830,14086,3482,6707,10771,9457,205,348,149,"Logstash - transport and process your logs, events, or other data"
NodeBB,NodeBB,2013-04-22 16:49:40,2024-06-29 19:53:52,False,88527,JavaScript,8,215,368,13994,2754,7967,27475,4618,60,422,274,Node.js based forum software built for the modern web
avwo,whistle,2015-03-13 05:42:01,2024-06-26 12:47:29,False,83094,JavaScript,3,39,206,13987,1073,962,11288,123,17,430,0,"HTTP, HTTP2, HTTPS, Websocket debugging proxy"
saltstack,salt,2011-02-20 20:16:56,2024-06-30 04:17:49,False,541848,Python,18,2458,533,13978,5469,26419,121127,40211,29,290,201,Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: 
apache,pulsar,2016-06-28 07:00:03,2024-06-28 18:21:18,False,218064,Java,11,676,403,13929,3527,6828,12777,15497,34,242,87,Apache Pulsar - distributed pub-sub messaging system
jupyterlab,jupyterlab,2016-06-03 20:09:17,2024-06-30 13:26:57,False,247510,TypeScript,10,550,313,13918,3202,8336,26055,8124,23,40530,204,JupyterLab computational environment.
apache,arrow,2016-02-17 08:00:23,2024-06-30 09:25:41,False,192423,C++,30,1098,351,13857,3374,25084,16233,17989,75,109,0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing
Azure,azure-quickstart-templates,2015-04-22 18:19:03,2024-06-24 22:39:46,False,838683,Bicep,17,1311,735,13818,16002,1528,40314,12477,23,3,3,Azure Quickstart Templates
rust-lang,rust-analyzer,2017-12-21 19:24:42,2024-06-30 14:33:36,False,73219,Rust,6,848,93,13784,1523,7524,30554,9912,12,243,242,A Rust compiler front-end for IDEs
ansible,awx,2017-05-17 15:50:14,2024-06-29 02:09:02,False,344853,Python,10,515,371,13645,3372,8176,34069,7056,36,101,63,"AWX provides a web-based user interface, REST API, and task engine built on top of Ansible. It is one of the upstream projects for Red Hat Ansible Automation Platform."
OpenGenus,cosmos,2017-09-16 12:07:05,2024-08-08 10:55:25,False,84620,C++,44,1081,322,13554,3668,1404,10685,5377,2,0,0,"World's largest Contributor driven code dataset | Used in Quark Search Engine, @OpenGenus IQ, OpenGenus Visual Project"
emqx,emqx,2012-12-17 10:07:44,2024-06-30 12:07:11,False,77408,Erlang,10,136,390,13529,2176,3925,22161,8730,29,680,358,"The most scalable open-source MQTT broker for IoT, IIoT, and connected vehicles"
dotnet,efcore,2014-01-23 00:52:01,2024-06-30 10:56:51,False,191359,C#,8,2630,909,13480,3125,21369,15594,12293,74,250,210,"EF Core is a modern object-database mapper for .NET. It supports LINQ queries, change tracking, updates, and schema migrations."
arangodb,arangodb,2011-10-26 06:42:00,2024-06-28 13:50:42,False,2824459,C++,20,147,330,13425,831,4600,51453,16485,825,661,0,"🥑 ArangoDB is a native multi-model database with flexible data models for documents, graphs, and key-values. Build high performance applications using a convenient SQL-like query language or JavaScript extensions."
microsoft,onnxruntime,2018-11-10 02:22:53,2024-06-29 19:33:20,False,1267930,C++,28,10000,243,13412,2744,6164,11288,14209,2566,51,50,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator"
Homebrew,homebrew-core,2016-03-01 06:58:36,2024-06-30 13:02:19,False,774095,Ruby,3,9962,299,13376,12166,5484,492421,170259,87,0,0,🍻 Default formulae for the missing package manager for macOS (or Linux)
diaspora,diaspora,2010-09-15 05:20:04,2024-06-16 00:39:28,False,117132,Ruby,10,372,481,13360,2917,4729,20970,3683,4,95,91,"A privacy-aware, distributed, open source social network."
quarkusio,quarkus,2018-07-06 00:44:20,2024-06-30 14:32:30,False,318298,Java,14,956,259,13341,2552,16593,46026,22775,57,321,318,Quarkus: Supersonic Subatomic Java. 
pinpoint-apm,pinpoint,2014-10-20 09:27:22,2024-06-28 08:12:35,False,257273,Java,13,125,741,13289,3748,4208,13868,6947,26,62,58,"APM, (Application Performance Management) tool for large-scale distributed systems. "
apache,druid,2012-10-23 19:08:07,2024-06-29 05:44:12,False,346076,Java,23,631,589,13282,3655,4984,14147,11658,98,498,60,Apache Druid: a high performance real-time analytics database.
nltk,nltk,2009-09-07 10:53:58,2024-06-28 17:32:16,False,354263,Python,6,393,465,13207,2846,1777,14511,1461,20,42,0,NLTK Source
OpenRCT2,OpenRCT2,2014-04-01 23:32:25,2024-06-30 11:25:22,False,223449,C++,15,566,203,13102,1499,12088,26446,9211,7,39,38,An open source re-implementation of RollerCoaster Tycoon 2 🎢
akka,akka,2009-02-16 12:51:54,2024-06-28 13:43:17,False,274943,Scala,7,802,578,12977,3586,8013,27053,11807,122,349,52,"Build highly concurrent, distributed, and resilient message-driven applications on the JVM"
overleaf,overleaf,2014-02-08 20:20:34,2024-06-29 21:09:00,False,183881,JavaScript,15,128,208,12971,1366,1001,22822,225,3,7,4,A web-based collaborative LaTeX editor
sumatrapdfreader,sumatrapdf,2012-10-02 06:59:55,2024-06-30 11:27:56,False,288629,C,33,66,311,12932,1669,3234,15378,212,7,29,14,SumatraPDF reader
scylladb,scylladb,2014-12-24 13:16:33,2024-06-30 13:41:37,False,179996,C++,13,149,338,12912,1240,12219,43371,7246,102,361,0,"NoSQL data store using the seastar framework, compatible with Apache Cassandra"
espressif,esp-idf,2016-08-17 10:40:35,2024-06-29 23:29:01,False,286219,C,13,864,495,12871,7082,12099,37950,1822,19,143,118,Espressif IoT Development Framework. Official development framework for Espressif SoCs.
systemd,systemd,2015-03-25 15:27:27,2024-06-30 14:29:54,False,396018,C,12,2157,348,12793,3677,11774,74731,21651,5,384,79,The systemd System and Service Manager 
neo4j,neo4j,2012-11-12 08:46:15,2024-06-28 11:41:15,False,629548,Java,10,417,521,12757,2341,3645,79919,9741,52,419,72,Graphs for Everyone
spree,spree,2008-03-10 14:45:35,2024-06-28 09:01:28,False,155097,Ruby,4,847,81,12744,4922,4181,24998,7835,182,341,197,An open source eCommerce platform giving you full control and customizability. Modular and API-first. Build any eCommerce solution that your business requires.
Chocobozzz,PeerTube,2015-10-29 22:09:42,2024-06-28 13:36:41,False,288942,TypeScript,7,437,305,12730,1455,5158,13239,1222,3,131,122,ActivityPub-federated video streaming platform using P2P directly in your web browser
phpstan,phpstan,2016-01-04 18:22:16,2024-06-30 12:35:04,False,5196026,PHP,5,248,173,12679,861,7768,10994,1850,29,321,318,PHP Static Analysis Tool - discover bugs in your code without running it!
scipy,scipy,2011-03-09 18:52:03,2024-06-30 14:04:43,False,160089,Python,12,1491,345,12674,5068,10090,32806,10981,31,167,92,SciPy library main repository
solana-labs,solana,2018-02-14 04:26:27,2024-06-24 12:58:58,False,444792,Rust,8,498,308,12657,3948,5364,24985,30025,41,536,513,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces."
termux,termux-packages,2015-06-12 21:48:33,2024-06-30 14:20:45,False,77786,Shell,16,436,1354,12591,2904,8241,37257,10836,29,181,175,A package build system for Termux.
beetbox,beets,2010-08-09 23:17:20,2024-06-30 12:46:19,False,26116,Python,5,483,401,12566,1798,2768,11862,2004,16,57,34,music library manager and MusicBrainz tagger
sympy,sympy,2010-04-30 20:37:14,2024-06-29 18:19:18,False,185210,Python,7,1212,295,12555,4324,13141,58113,13220,13,99,50,A computer algebra system written in pure Python
rubocop,rubocop,2012-04-21 10:09:58,2024-06-30 07:07:39,False,45470,Ruby,4,869,181,12541,3044,5591,13855,7207,5,273,230,"A Ruby static code analyzer and formatter, based on the community Ruby style guide."
playframework,playframework,2011-09-07 09:24:08,2024-06-27 21:22:17,False,109730,Scala,8,786,631,12511,4095,3754,13761,8811,12,239,72,The Community Maintained High Velocity Web Framework For Java and Scala.
graphile,crystal,2016-04-14 21:29:19,2024-06-25 11:56:50,False,64935,TypeScript,5,140,125,12492,568,1191,10536,887,45,294,74,"🔮 Graphile's Crystal Monorepo; home to Grafast, PostGraphile, pg-introspection, pg-sql2 and much more!"
gitpod-io,gitpod,2018-04-24 15:56:54,2024-06-29 00:23:06,False,92965,Go,16,139,142,12476,1193,8676,11814,11131,1238,1318,53,The developer platform for on-demand cloud development environments to create software faster and more securely.
abpframework,abp,2016-12-03 22:56:24,2024-06-29 06:28:16,False,1095637,C#,13,355,334,12458,3353,9386,35610,10263,96,212,209,"Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation."
dotnet,AspNetCore.Docs,2014-12-19 17:38:02,2024-06-28 21:50:02,False,839584,C#,13,4084,699,12427,25328,14972,18561,17809,36,40,40,Documentation for ASP.NET Core
facebook,watchman,2012-11-29 23:35:52,2024-06-29 16:35:07,False,31971,C++,14,363,267,12386,988,711,12713,498,26,268,190,"Watches files and records, or triggers actions, when they change. "
Automattic,wp-calypso,2015-11-10 20:00:16,2024-06-30 06:37:27,False,834904,TypeScript,12,918,487,12375,1973,30560,68563,60389,2865,305,42,The JavaScript and API powered WordPress.com
CesiumGS,cesium,2012-03-02 22:27:14,2024-06-28 18:47:22,False,720121,JavaScript,8,358,469,12358,3376,5808,40485,6172,336,181,159,An open-source JavaScript library for world-class 3D globes and maps :earth_americas:
bagisto,bagisto,2018-09-10 09:12:41,2024-06-27 05:25:16,False,356171,PHP,5,190,160,12339,2063,4130,19540,5714,4,48,47,Free and open source laravel eCommerce platform
rust-lang,cargo,2014-03-04 23:20:42,2024-06-30 07:22:51,False,51598,Rust,6,1005,193,12253,2309,7078,17934,6918,76,99,0,The Rust package manager
rook,rook,2016-07-08 22:45:05,2024-06-28 12:17:06,False,61839,Go,9,508,268,12077,2660,5268,11231,8588,26,217,186,Storage Orchestration for Kubernetes
mozilla-mobile,firefox-ios,2014-11-03 19:07:02,2024-06-29 15:06:00,False,708122,Swift,10,363,516,12075,2876,8195,15711,12255,130,234,151,Firefox for iOS
ag-grid,ag-grid,2014-12-23 16:20:14,2024-06-30 12:20:56,False,2613151,TypeScript,6,138,215,12057,1812,6005,39772,2168,582,255,217,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.
elastic,beats,2014-02-05 19:01:02,2024-06-28 22:28:00,False,427384,Go,20,2539,675,12047,4887,10359,17698,29406,417,272,268,:tropical_fish: Beats - Lightweight shippers for Elasticsearch & Logstash 
highcharts,highcharts,2010-06-11 12:23:53,2024-06-28 16:36:33,False,352830,TypeScript,6,189,337,11888,3545,14678,36649,6699,454,210,0,"Highcharts JS, the JavaScript charting framework"
python-pillow,Pillow,2012-07-24 21:38:39,2024-06-29 05:25:27,False,202827,Python,8,405,220,11876,2189,3103,18087,4908,46,89,55,Python Imaging Library (Fork)
rabbitmq,rabbitmq-server,2010-09-20 10:29:16,2024-06-30 09:29:50,False,208811,Starlark,7,277,384,11823,3898,2265,56932,7474,143,505,396,Open source RabbitMQ: core server and tier 1 (built-in) plugins
kubernetes,community,2016-05-03 03:36:05,2024-06-28 11:56:11,False,87280,Jupyter Notebook,6,1619,697,11817,5136,1775,13258,6105,1,0,0,Kubernetes community content
languagetool-org,languagetool,2013-08-08 16:37:22,2024-06-30 09:46:12,False,5511819,Java,11,194,164,11792,1379,5814,77199,4848,332,54,0,Style and Grammar Checker for 25+ Languages
musescore,MuseScore,2012-05-26 12:46:33,2024-06-30 14:25:28,False,783695,C++,18,382,238,11788,2562,8715,36451,14478,112,74,58,"MuseScore is an open source and free music notation software. For support, contribution, bug reports, visit MuseScore.org. Fork and make pull requests!"
apache,doris,2017-08-10 12:13:30,2024-06-30 14:23:45,False,791502,Java,27,657,282,11788,3109,6978,20267,28673,78,149,49,"Apache Doris is an easy-to-use, high performance and unified analytics database."
audacity,audacity,2015-03-26 10:46:17,2024-06-28 07:07:35,False,322289,C,25,227,273,11777,2212,3841,19799,2672,31,64,47,Audio Editor                                     
transmission,transmission,2015-05-05 23:53:02,2024-06-29 12:07:51,False,130154,C++,14,243,217,11690,1181,3218,16087,3275,46,123,74,Official Transmission BitTorrent client repository
MetaMask,metamask-extension,2015-09-06 16:34:48,2024-06-30 12:52:25,False,543347,JavaScript,10,634,555,11648,4772,10914,20501,14244,1335,648,411,:globe_with_meridians: :electric_plug: The MetaMask browser extension enables browsing Ethereum blockchain enabled websites
pytest-dev,pytest,2015-06-15 20:28:27,2024-06-30 12:05:12,False,34059,Python,2,862,193,11610,2578,5767,16082,5875,30,205,69,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing"
Jackett,Jackett,2015-10-29 16:23:19,2024-06-30 13:59:42,False,35591,C#,7,412,186,11604,1265,12012,14319,3341,4,2550,1000,API Support for your favorite torrent trackers
HabitRPG,habitica,2012-06-06 22:49:48,2024-06-29 04:34:37,False,1646002,JavaScript,8,820,285,11580,4018,7785,25359,7455,32,1147,928,A habit tracker app which treats your goals like a Role Playing Game.
ImageMagick,ImageMagick,2015-05-17 20:07:50,2024-06-30 14:15:33,False,168610,C,14,161,204,11511,1311,2989,22305,442,2,377,240,🧙‍♂️ ImageMagick 7
tinacms,tinacms,2019-07-23 18:37:47,2024-06-30 03:22:20,False,902029,TypeScript,6,113,68,11447,583,1506,11547,2650,80,3578,109,A fully open-source headless CMS that supports Markdown and Visual Editing
NixOS,nix,2012-02-08 10:17:59,2024-06-30 14:11:47,False,71823,C++,15,642,122,11445,1443,5930,17633,4922,132,153,0,"Nix, the purely functional package manager"
apache,tvm,2016-10-12 22:20:28,2024-06-29 05:48:13,False,104755,Python,21,929,381,11398,3393,3301,12479,13816,36,34,17,"Open deep learning compiler stack for cpu, gpu and specialized accelerators"
magento,magento2,2011-11-30 15:30:13,2024-06-28 20:34:04,False,682791,PHP,6,3015,1249,11355,9275,24257,145453,14358,24,180,153,"Prior to making any Submission(s), you must sign an Adobe Contributor License Agreement, available here at: https://opensource.adobe.com/cla.html. All Submissions you make to Adobe Inc. and its affiliates, assigns and subsidiaries (collectively “Adobe”) are subject to the terms of the Adobe Contributor License Agreement."
jupyter,notebook,2015-04-09 06:58:03,2024-06-09 08:37:31,False,40224,Jupyter Notebook,7,559,325,11354,4719,4885,13560,2445,25,880,96,Jupyter Interactive Notebook
aws,aws-cdk,2017-10-04 19:22:36,2024-06-30 09:12:50,False,952004,TypeScript,14,1484,228,11337,3762,14316,13809,15302,148,536,536,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code
Nuitka,Nuitka,2013-04-23 15:40:33,2024-06-29 11:28:38,False,57191,Python,6,164,131,11260,605,2293,12666,400,5,400,0,"Nuitka is a Python compiler written in Python.  It's fully compatible with Python 2.6, 2.7, 3.4-3.12. You feed it your Python app, it does a lot of clever things, and spits out an executable or extension module. "
metersphere,metersphere,2020-02-03 02:06:12,2024-06-29 06:52:33,False,372381,Java,9,60,186,11188,2488,9577,19695,22233,37,161,160,MeterSphere 是新一代的测试管理和接口测试工具，让软件测试工作更简单、更高效，不再成为持续交付的瓶颈。
erlang,otp,2009-11-16 17:17:57,2024-06-30 00:17:42,False,539114,Erlang,25,770,509,11144,2916,2830,56370,5782,21,466,281,Erlang/OTP
MonoGame,MonoGame,2011-04-07 00:23:40,2024-06-30 02:29:46,False,93457,C#,8,369,470,11072,2865,3621,13244,4565,6,19,19,One framework for creating powerful cross-platform games.
openlayers,openlayers,2012-06-20 06:53:59,2024-06-29 04:13:03,False,129850,JavaScript,6,361,394,11069,3000,6437,33963,9423,10,256,130,OpenLayers
rust-lang,rust-clippy,2014-11-19 07:49:21,2024-06-30 13:28:38,False,57857,Rust,6,926,84,11013,1473,6584,20080,6371,6,208,0,A bunch of lints to catch common mistakes and improve your Rust code. Book: https://doc.rust-lang.org/clippy/
Snapchat,KeyDB,2019-02-01 14:50:00,2024-05-29 08:55:22,False,38115,C++,11,524,153,10998,564,605,27522,211,105,29,29,A Multithreaded Fork of Redis
mono,mono,2010-07-22 18:06:36,2024-06-30 13:31:28,False,579533,C#,31,815,530,10931,3805,5026,122603,16655,281,532,0,"Mono open source ECMA CLI, C# and .NET implementation."
mapbox,mapbox-gl-js,2013-03-07 14:45:24,2024-06-29 18:35:49,False,523958,TypeScript,7,842,360,10874,2190,7654,11404,5465,528,363,219,"Interactive, thoroughly customizable maps in the browser, powered by vector tiles and WebGL"
